,postseason,home_team_score,visitor_team_score,home_win,home_name,visitor_name,home_abbrev,visitor_abbrev,home_avg_points,home_avg_points_allowed,home_avg_difference,home_wins_percent,away_avg_points,away_avg_points_allowed,away_avg_difference,away_wins_percent,date
697,False,103,115,0,Utah Jazz,LA Clippers,UTA,LAC,119.02173913043478,127.80434782608695,-8.782608695652172,0.32608695652173914,112.64444444444445,113.0,-0.3555555555555543,0.4666666666666667,2026-01-27
698,False,129,99,1,Cleveland Cavaliers,Los Angeles Lakers,CLE,LAL,119.04166666666667,116.47916666666667,2.5625,0.5833333333333334,116.28888888888889,116.26666666666667,0.022222222222225696,0.6222222222222222,2026-01-28
699,False,113,110,1,Indiana Pacers,Chicago Bulls,IND,CHI,110.2127659574468,118.48936170212765,-8.276595744680847,0.23404255319148937,117.8695652173913,119.91304347826087,-2.043478260869577,0.5,2026-01-28
700,False,106,117,0,Boston Celtics,Atlanta Hawks,BOS,ATL,116.6086956521739,109.93478260869566,6.673913043478251,0.6304347826086957,117.75,118.66666666666667,-0.9166666666666714,0.4791666666666667,2026-01-28
701,False,124,133,0,Miami Heat,Orlando Magic,MIA,ORL,119.74468085106383,118.04255319148936,1.7021276595744723,0.5319148936170213,115.02222222222223,115.42222222222222,-0.3999999999999915,0.5111111111111111,2026-01-28
702,False,92,119,0,Toronto Raptors,New York Knicks,TOR,NYK,114.02083333333333,111.9375,2.0833333333333286,0.6041666666666666,117.61702127659575,113.08510638297872,4.531914893617028,0.6170212765957447,2026-01-28
703,False,97,112,0,Memphis Grizzlies,Charlotte Hornets,MEM,CHA,115.1590909090909,116.43181818181819,-1.2727272727272805,0.4090909090909091,116.29787234042553,115.0,1.2978723404255277,0.40425531914893614,2026-01-28
704,False,105,118,0,Dallas Mavericks,Minnesota Timberwolves,DAL,MIN,114.28260869565217,116.54347826086956,-2.2608695652173907,0.41304347826086957,118.97872340425532,114.34042553191489,4.638297872340431,0.5957446808510638,2026-01-28
705,False,124,140,0,Utah Jazz,Golden State Warriors,UTA,GSW,118.68085106382979,127.53191489361703,-8.851063829787236,0.3191489361702128,116.02083333333333,113.41666666666667,2.604166666666657,0.5416666666666666,2026-01-28
706,False,99,111,0,Houston Rockets,San Antonio Spurs,HOU,SAS,116.72727272727273,110.52272727272727,6.2045454545454675,0.6363636363636364,117.27659574468085,112.61702127659575,4.659574468085097,0.6595744680851063,2026-01-28
707,False,113,116,0,Chicago Bulls,Miami Heat,CHI,MIA,117.70212765957447,119.76595744680851,-2.0638297872340416,0.48936170212765956,119.83333333333333,118.35416666666667,1.4791666666666572,0.5208333333333334,2026-01-29
708,False,113,111,1,Philadelphia 76ers,Sacramento Kings,PHI,SAC,116.6086956521739,115.91304347826087,0.6956521739130324,0.5434782608695652,110.47916666666667,120.79166666666667,-10.3125,0.25,2026-01-29
709,False,109,99,1,Washington Wizards,Milwaukee Bucks,WAS,MIL,112.28888888888889,122.82222222222222,-10.533333333333331,0.24444444444444444,112.11111111111111,115.97777777777777,-3.86666666666666,0.4,2026-01-29
710,False,86,104,0,Atlanta Hawks,Houston Rockets,ATL,HOU,117.73469387755102,118.40816326530613,-0.6734693877551052,0.4897959183673469,116.33333333333333,110.53333333333333,5.799999999999997,0.6222222222222222,2026-01-29
711,False,121,123,0,Dallas Mavericks,Charlotte Hornets,DAL,CHA,114.08510638297872,116.57446808510639,-2.489361702127667,0.40425531914893614,116.20833333333333,114.625,1.5833333333333286,0.4166666666666667,2026-01-29
712,False,107,103,1,Denver Nuggets,Brooklyn Nets,DEN,BKN,120.36170212765957,116.02127659574468,4.340425531914889,0.6595744680851063,107.77777777777777,114.86666666666666,-7.088888888888889,0.26666666666666666,2026-01-29
713,False,114,96,1,Phoenix Suns,Detroit Pistons,PHX,DET,113.97872340425532,111.55319148936171,2.425531914893611,0.5957446808510638,117.22222222222223,110.02222222222223,7.200000000000003,0.7555555555555555,2026-01-29
714,False,123,111,1,Minnesota Timberwolves,Oklahoma City Thunder,MIN,OKC,118.95833333333333,114.14583333333333,4.8125,0.6041666666666666,120.47916666666667,107.64583333333333,12.833333333333343,0.7916666666666666,2026-01-29
715,False,130,120,1,Orlando Magic,Toronto Raptors,ORL,TOR,115.41304347826087,115.6086956521739,-0.19565217391303236,0.5217391304347826,113.57142857142857,112.08163265306122,1.4897959183673493,0.5918367346938775,2026-01-30
716,False,111,142,0,Washington Wizards,Los Angeles Lakers,WAS,LAL,112.21739130434783,122.30434782608695,-10.086956521739125,0.2608695652173913,115.91304347826087,116.54347826086956,-0.6304347826086882,0.6086956521739131,2026-01-30
717,False,112,93,1,Boston Celtics,Sacramento Kings,BOS,SAC,116.38297872340425,110.08510638297872,6.297872340425528,0.6170212765957447,110.48979591836735,120.63265306122449,-10.142857142857139,0.24489795918367346,2026-01-30
718,False,127,97,1,New York Knicks,Portland Trail Blazers,NYK,POR,117.64583333333333,112.64583333333333,5.0,0.625,115.52083333333333,117.4375,-1.9166666666666714,0.4791666666666667,2026-01-30
719,False,114,106,1,New Orleans Pelicans,Memphis Grizzlies,NOP,MEM,114.42857142857143,121.18367346938776,-6.755102040816325,0.24489795918367346,114.75555555555556,116.33333333333333,-1.5777777777777686,0.4,2026-01-30
720,False,126,113,1,Phoenix Suns,Cleveland Cavaliers,PHX,CLE,113.97916666666667,111.22916666666667,2.75,0.6041666666666666,119.24489795918367,116.12244897959184,3.1224489795918373,0.5918367346938775,2026-01-30
721,False,99,109,0,Utah Jazz,Brooklyn Nets,UTA,BKN,118.79166666666667,127.79166666666667,-9.0,0.3125,107.67391304347827,114.69565217391305,-7.021739130434781,0.2608695652173913,2026-01-30
722,False,122,109,1,Denver Nuggets,LA Clippers,DEN,LAC,120.08333333333333,115.75,4.333333333333329,0.6666666666666666,112.69565217391305,112.78260869565217,-0.08695652173912549,0.4782608695652174,2026-01-30
723,False,124,131,0,Golden State Warriors,Detroit Pistons,GSW,DET,116.51020408163265,113.63265306122449,2.8775510204081627,0.5510204081632653,116.76086956521739,110.1086956521739,6.652173913043484,0.7391304347826086,2026-01-30
724,False,118,125,0,Miami Heat,Chicago Bulls,MIA,CHI,119.75510204081633,118.24489795918367,1.5102040816326507,0.5306122448979592,117.60416666666667,119.6875,-2.0833333333333286,0.4791666666666667,2026-01-31
725,False,111,106,1,Charlotte Hornets,San Antonio Spurs,CHA,SAS,116.34693877551021,114.75510204081633,1.591836734693885,0.42857142857142855,117.14583333333333,112.33333333333333,4.8125,0.6666666666666666,2026-01-31
726,False,129,124,1,Indiana Pacers,Atlanta Hawks,IND,ATL,110.27083333333333,118.3125,-8.041666666666671,0.25,117.1,118.12,-1.0200000000000102,0.48,2026-01-31
727,False,124,114,1,Philadelphia 76ers,New Orleans Pelicans,PHI,NOP,116.53191489361703,115.80851063829788,0.7234042553191529,0.5531914893617021,114.42,120.88,-6.459999999999994,0.26,2026-01-31
728,False,114,131,0,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN,114.56521739130434,116.28260869565217,-1.717391304347828,0.391304347826087,119.04081632653062,114.08163265306122,4.959183673469397,0.6122448979591837,2026-01-31
729,False,111,107,1,Houston Rockets,Dallas Mavericks,HOU,DAL,116.06521739130434,110.0,6.065217391304344,0.6304347826086957,114.22916666666667,116.70833333333333,-2.479166666666657,0.3958333333333333,2026-01-31
730,False,107,79,1,Boston Celtics,Milwaukee Bucks,BOS,MIL,116.29166666666667,109.72916666666667,6.5625,0.625,111.82608695652173,115.82608695652173,-4.0,0.391304347826087,2026-02-01
731,False,112,103,1,San Antonio Spurs,Orlando Magic,SAS,ORL,116.91836734693878,112.3061224489796,4.612244897959187,0.6530612244897959,115.72340425531915,115.70212765957447,0.02127659574468055,0.5319148936170213,2026-02-01
732,False,130,77,1,Detroit Pistons,Brooklyn Nets,DET,BKN,117.06382978723404,110.40425531914893,6.659574468085111,0.7446808510638298,107.70212765957447,114.36170212765957,-6.659574468085097,0.2765957446808511,2026-02-01
733,False,134,91,1,Miami Heat,Chicago Bulls,MIA,CHI,119.72,118.38,1.3400000000000034,0.52,117.75510204081633,119.65306122448979,-1.8979591836734642,0.4897959183673469,2026-02-01
734,False,107,100,1,Toronto Raptors,Utah Jazz,TOR,UTA,113.7,112.44,1.2600000000000051,0.58,118.38775510204081,127.40816326530613,-9.020408163265316,0.30612244897959184,2026-02-01
735,False,116,112,1,Washington Wizards,Sacramento Kings,WAS,SAC,112.19148936170212,122.72340425531915,-10.531914893617028,0.2553191489361702,110.14,120.46,-10.319999999999993,0.24,2026-02-01
736,False,112,100,1,New York Knicks,Los Angeles Lakers,NYK,LAL,117.83673469387755,112.3265306122449,5.510204081632651,0.6326530612244898,116.46808510638297,116.42553191489361,0.0425531914893611,0.6170212765957447,2026-02-01
737,False,93,117,0,Phoenix Suns,LA Clippers,PHX,LAC,114.22448979591837,111.26530612244898,2.959183673469397,0.6122448979591837,112.61702127659575,112.97872340425532,-0.36170212765956933,0.46808510638297873,2026-02-01
738,False,111,130,0,Portland Trail Blazers,Cleveland Cavaliers,POR,CLE,115.14285714285714,117.63265306122449,-2.4897959183673493,0.46938775510204084,119.12,116.32,2.8000000000000114,0.58,2026-02-01
739,False,111,121,0,Denver Nuggets,Oklahoma City Thunder,DEN,OKC,120.12244897959184,115.61224489795919,4.510204081632651,0.673469387755102,120.28571428571429,107.95918367346938,12.326530612244909,0.7755102040816326,2026-02-01
740,False,102,95,1,Charlotte Hornets,New Orleans Pelicans,CHA,NOP,116.24,114.58,1.6599999999999966,0.44,114.41176470588235,120.94117647058823,-6.529411764705884,0.2549019607843137,2026-02-02
741,False,114,118,0,Indiana Pacers,Houston Rockets,IND,HOU,110.65306122448979,118.42857142857143,-7.775510204081641,0.2653061224489796,115.95744680851064,109.93617021276596,6.0212765957446805,0.6382978723404256,2026-02-02
742,False,137,128,1,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN,114.55319148936171,116.59574468085107,-2.042553191489361,0.3829787234042553,119.28,114.08,5.200000000000003,0.62,2026-02-02
743,False,113,128,0,LA Clippers,Philadelphia 76ers,LAC,PHI,112.70833333333333,112.5625,0.1458333333333286,0.4791666666666667,116.6875,115.77083333333333,0.9166666666666714,0.5625,2026-02-02
744,False,124,121,1,Detroit Pistons,Denver Nuggets,DET,DEN,117.33333333333333,109.70833333333333,7.625,0.75,119.94,115.72,4.219999999999999,0.66,2026-02-03
745,False,122,131,0,Indiana Pacers,Utah Jazz,IND,UTA,110.72,118.42,-7.700000000000003,0.26,118.02,127.0,-8.980000000000004,0.3,2026-02-03
746,False,101,132,0,Washington Wizards,New York Knicks,WAS,NYK,112.27083333333333,122.5,-10.229166666666671,0.2708333333333333,117.72,112.08,5.640000000000001,0.64,2026-02-03
747,False,109,125,0,Brooklyn Nets,Los Angeles Lakers,BKN,LAL,107.0625,114.6875,-7.625,0.2708333333333333,116.125,116.33333333333333,-0.2083333333333286,0.6041666666666666,2026-02-03
748,False,115,127,0,Miami Heat,Atlanta Hawks,MIA,ATL,120.0,117.84313725490196,2.1568627450980387,0.5294117647058824,117.23529411764706,118.33333333333333,-1.0980392156862706,0.47058823529411764,2026-02-03
749,False,100,110,0,Dallas Mavericks,Boston Celtics,DAL,BOS,114.08163265306122,116.59183673469387,-2.5102040816326507,0.3877551020408163,116.10204081632654,109.10204081632654,7.0,0.6326530612244898,2026-02-03
750,False,131,115,1,Milwaukee Bucks,Chicago Bulls,MIL,CHI,111.12765957446808,115.63829787234043,-4.510638297872347,0.3829787234042553,117.22,119.94,-2.719999999999999,0.48,2026-02-03
751,False,128,92,1,Oklahoma City Thunder,Orlando Magic,OKC,ORL,120.3,108.02,12.280000000000001,0.78,115.45833333333333,115.625,-0.1666666666666714,0.5208333333333334,2026-02-03
752,False,94,113,0,Golden State Warriors,Philadelphia 76ers,GSW,PHI,116.66,113.98,2.6799999999999926,0.54,116.91836734693878,115.71428571428571,1.2040816326530717,0.5714285714285714,2026-02-03
753,False,125,130,0,Portland Trail Blazers,Phoenix Suns,POR,PHX,115.06,117.88,-2.819999999999993,0.46,113.8,111.38,2.4200000000000017,0.6,2026-02-03
754,False,134,127,1,New York Knicks,Denver Nuggets,NYK,DEN,118.0,111.86274509803921,6.137254901960787,0.6470588235294118,119.96078431372548,115.88235294117646,4.078431372549019,0.6470588235294118,2026-02-04
755,False,126,128,0,Toronto Raptors,Minnesota Timberwolves,TOR,MIN,113.56862745098039,112.19607843137256,1.3725490196078312,0.5882352941176471,119.45098039215686,114.52941176470588,4.921568627450981,0.6078431372549019,2026-02-04
756,False,93,114,0,Houston Rockets,Boston Celtics,HOU,BOS,116.0,110.02083333333333,5.979166666666671,0.6458333333333334,115.98,108.92,7.060000000000002,0.64,2026-02-04
757,False,141,137,1,Milwaukee Bucks,New Orleans Pelicans,MIL,NOP,111.54166666666667,115.625,-4.083333333333329,0.3958333333333333,114.03846153846153,120.57692307692308,-6.538461538461547,0.25,2026-02-04
758,False,116,106,1,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC,116.82,112.12,4.699999999999989,0.66,120.45098039215686,107.70588235294117,12.74509803921569,0.7843137254901961,2026-02-04
759,False,125,129,0,Sacramento Kings,Memphis Grizzlies,SAC,MEM,110.17647058823529,120.37254901960785,-10.196078431372555,0.23529411764705882,115.02083333333333,116.83333333333333,-1.8125,0.3958333333333333,2026-02-04
760,False,91,124,0,LA Clippers,Cleveland Cavaliers,LAC,CLE,112.71428571428571,112.87755102040816,-0.1632653061224545,0.46938775510204084,119.33333333333333,116.2156862745098,3.117647058823522,0.5882352941176471,2026-02-04
761,False,117,126,0,Detroit Pistons,Washington Wizards,DET,WAS,117.46938775510205,109.93877551020408,7.530612244897966,0.7551020408163265,112.04081632653062,122.6938775510204,-10.65306122448979,0.2653061224489796,2026-02-05
762,False,118,98,1,Orlando Magic,Brooklyn Nets,ORL,BKN,114.9795918367347,115.87755102040816,-0.8979591836734642,0.5102040816326531,107.10204081632654,114.89795918367346,-7.795918367346928,0.2653061224489796,2026-02-05
763,False,121,119,1,Atlanta Hawks,Utah Jazz,ATL,UTA,117.42307692307692,118.26923076923077,-0.8461538461538538,0.4807692307692308,118.27450980392157,126.90196078431373,-8.627450980392155,0.3137254901960784,2026-02-05
764,False,123,107,1,Toronto Raptors,Chicago Bulls,TOR,CHI,113.8076923076923,112.5,1.3076923076923066,0.5769230769230769,117.17647058823529,120.15686274509804,-2.9803921568627487,0.47058823529411764,2026-02-05
765,False,99,109,0,Houston Rockets,Charlotte Hornets,HOU,CHA,115.53061224489795,110.10204081632654,5.428571428571416,0.6326530612244898,115.96078431372548,114.19607843137256,1.7647058823529278,0.45098039215686275,2026-02-05
766,False,123,135,0,Dallas Mavericks,San Antonio Spurs,DAL,SAS,113.8,116.46,-2.6599999999999966,0.38,116.80392156862744,112.0,4.803921568627445,0.6666666666666666,2026-02-05
767,False,97,101,0,Phoenix Suns,Golden State Warriors,PHX,GSW,114.11764705882354,111.6470588235294,2.47058823529413,0.6078431372549019,116.2156862745098,113.96078431372548,2.2549019607843235,0.5294117647058824,2026-02-05
768,False,119,115,1,Los Angeles Lakers,Philadelphia 76ers,LAL,PHI,116.3061224489796,116.18367346938776,0.12244897959183731,0.6122448979591837,116.84,115.28,1.5600000000000023,0.58,2026-02-05
769,False,98,96,1,Boston Celtics,Miami Heat,BOS,MIA,115.94117647058823,108.6078431372549,7.333333333333329,0.6470588235294118,119.90384615384616,118.01923076923077,1.8846153846153868,0.5192307692307693,2026-02-06
770,False,118,80,1,Detroit Pistons,New York Knicks,DET,NYK,117.46,110.26,7.199999999999989,0.74,118.3076923076923,112.15384615384616,6.153846153846146,0.6538461538461539,2026-02-06
771,False,105,99,1,Milwaukee Bucks,Indiana Pacers,MIL,IND,112.14285714285714,116.06122448979592,-3.91836734693878,0.40816326530612246,110.94117647058823,118.66666666666667,-7.7254901960784395,0.2549019607843137,2026-02-06
772,False,115,119,0,Minnesota Timberwolves,New Orleans Pelicans,MIN,NOP,119.61538461538461,114.75,4.865384615384613,0.6153846153846154,114.47169811320755,120.9622641509434,-6.490566037735846,0.24528301886792453,2026-02-06
773,False,135,115,1,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,115.25490196078431,118.11764705882354,-2.862745098039227,0.45098039215686275,115.3061224489796,117.0,-1.6938775510204067,0.40816326530612246,2026-02-06
774,False,111,114,0,Sacramento Kings,LA Clippers,SAC,LAC,110.46153846153847,120.53846153846153,-10.076923076923066,0.23076923076923078,112.28,113.1,-0.8199999999999932,0.46,2026-02-06
775,False,127,113,1,Brooklyn Nets,Washington Wizards,BKN,WAS,106.92,114.96,-8.039999999999992,0.26,112.32,122.58,-10.260000000000005,0.28,2026-02-07
776,False,106,112,0,Oklahoma City Thunder,Houston Rockets,OKC,HOU,120.17307692307692,107.86538461538461,12.307692307692307,0.7692307692307693,115.2,110.08,5.1200000000000045,0.62,2026-02-07
777,False,138,125,1,San Antonio Spurs,Dallas Mavericks,SAS,DAL,117.15384615384616,112.21153846153847,4.942307692307693,0.6730769230769231,113.98039215686275,116.82352941176471,-2.8431372549019613,0.37254901960784315,2026-02-07
778,False,120,117,1,Orlando Magic,Utah Jazz,ORL,UTA,115.04,115.52,-0.47999999999998977,0.52,118.28846153846153,126.78846153846153,-8.5,0.3076923076923077,2026-02-07
779,False,119,126,0,Atlanta Hawks,Charlotte Hornets,ATL,CHA,117.49056603773585,118.28301886792453,-0.7924528301886795,0.49056603773584906,115.82692307692308,113.90384615384616,1.9230769230769198,0.46153846153846156,2026-02-07
780,False,120,136,0,Chicago Bulls,Denver Nuggets,CHI,DEN,116.98076923076923,120.21153846153847,-3.2307692307692406,0.46153846153846156,120.09615384615384,116.23076923076923,3.865384615384613,0.6346153846153846,2026-02-07
781,False,105,99,1,Los Angeles Lakers,Golden State Warriors,LAL,GSW,116.36,116.16,0.20000000000000284,0.62,115.92307692307692,113.63461538461539,2.288461538461533,0.5384615384615384,2026-02-07
782,False,103,109,0,Phoenix Suns,Philadelphia 76ers,PHX,PHI,113.78846153846153,111.4423076923077,2.3461538461538396,0.5961538461538461,116.80392156862744,115.3529411764706,1.4509803921568505,0.5686274509803921,2026-02-07
783,False,122,115,1,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,115.63461538461539,118.0576923076923,-2.42307692307692,0.46153846153846156,115.3,117.36,-2.0600000000000023,0.4,2026-02-07
784,False,126,132,0,Sacramento Kings,Cleveland Cavaliers,SAC,CLE,110.47169811320755,120.41509433962264,-9.94339622641509,0.22641509433962265,119.42307692307692,115.73076923076923,3.6923076923076934,0.5961538461538461,2026-02-07
785,False,89,111,0,Boston Celtics,New York Knicks,BOS,NYK,115.59615384615384,108.36538461538461,7.230769230769226,0.6538461538461539,117.58490566037736,112.26415094339623,5.320754716981128,0.6415094339622641,2026-02-08
786,False,101,132,0,Washington Wizards,Miami Heat,WAS,MIA,112.33333333333333,122.66666666666667,-10.333333333333343,0.27450980392156865,119.45283018867924,117.64150943396227,1.8113207547169736,0.5094339622641509,2026-02-08
787,False,122,104,1,Toronto Raptors,Indiana Pacers,TOR,IND,113.98113207547169,112.39622641509433,1.584905660377359,0.5849056603773585,110.71153846153847,118.40384615384616,-7.692307692307693,0.25,2026-02-08
788,False,96,115,0,Minnesota Timberwolves,LA Clippers,MIN,LAC,119.52830188679245,114.83018867924528,4.698113207547166,0.6037735849056604,112.31372549019608,113.05882352941177,-0.7450980392156907,0.47058823529411764,2026-02-08
789,False,104,110,0,Charlotte Hornets,Detroit Pistons,CHA,DET,116.01886792452831,114.0,2.0188679245283083,0.4716981132075472,117.47058823529412,109.66666666666667,7.803921568627445,0.7450980392156863,2026-02-09
790,False,123,115,1,Brooklyn Nets,Chicago Bulls,BKN,CHI,107.31372549019608,114.92156862745098,-7.607843137254903,0.27450980392156865,117.0377358490566,120.50943396226415,-3.4716981132075517,0.4528301886792453,2026-02-09
791,False,111,115,0,Miami Heat,Utah Jazz,MIA,UTA,119.68518518518519,117.33333333333333,2.351851851851862,0.5185185185185185,118.26415094339623,126.66037735849056,-8.396226415094333,0.3018867924528302,2026-02-09
792,False,118,99,1,Orlando Magic,Milwaukee Bucks,ORL,MIL,115.13725490196079,115.54901960784314,-0.4117647058823479,0.5294117647058824,112.0,115.72,-3.719999999999999,0.42,2026-02-09
793,False,138,116,1,Minnesota Timberwolves,Atlanta Hawks,MIN,ATL,119.0925925925926,114.83333333333333,4.259259259259267,0.5925925925925926,117.51851851851852,118.42592592592592,-0.9074074074074048,0.48148148148148145,2026-02-09
794,False,120,94,1,New Orleans Pelicans,Sacramento Kings,NOP,SAC,114.55555555555556,120.85185185185185,-6.2962962962962905,0.25925925925925924,110.75925925925925,120.62962962962963,-9.870370370370381,0.2222222222222222,2026-02-09
795,False,117,119,0,Denver Nuggets,Cleveland Cavaliers,DEN,CLE,120.39622641509433,116.30188679245283,4.094339622641499,0.6415094339622641,119.66037735849056,115.9245283018868,3.7358490566037688,0.6037735849056604,2026-02-09
796,False,114,113,1,Golden State Warriors,Memphis Grizzlies,GSW,MEM,115.60377358490567,113.47169811320755,2.1320754716981156,0.5283018867924528,115.29411764705883,117.45098039215686,-2.1568627450980387,0.39215686274509803,2026-02-09
797,False,110,119,0,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,116.13725490196079,115.82352941176471,0.3137254901960773,0.6274509803921569,119.90566037735849,107.94339622641509,11.962264150943398,0.7547169811320755,2026-02-09
798,False,135,118,1,Portland Trail Blazers,Philadelphia 76ers,POR,PHI,115.75471698113208,118.0,-2.245283018867923,0.4716981132075472,116.65384615384616,115.11538461538461,1.5384615384615472,0.5769230769230769,2026-02-09
799,False,134,137,0,New York Knicks,Indiana Pacers,NYK,IND,117.46296296296296,111.83333333333333,5.629629629629633,0.6481481481481481,110.58490566037736,118.47169811320755,-7.886792452830193,0.24528301886792453,2026-02-10
800,False,102,95,1,Houston Rockets,LA Clippers,HOU,LAC,115.13725490196079,110.0,5.137254901960787,0.6274509803921569,112.36538461538461,112.73076923076923,-0.3653846153846132,0.4807692307692308,2026-02-10
801,False,120,111,1,Phoenix Suns,Dallas Mavericks,PHX,DAL,113.58490566037736,111.39622641509433,2.1886792452830264,0.5849056603773585,114.1923076923077,117.23076923076923,-3.038461538461533,0.36538461538461536,2026-02-10
802,False,108,136,0,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,116.01923076923077,115.88461538461539,0.1346153846153868,0.6153846153846154,117.54716981132076,112.45283018867924,5.094339622641513,0.6792452830188679,2026-02-10
803,False,110,107,1,Charlotte Hornets,Atlanta Hawks,CHA,ATL,115.79629629629629,113.92592592592592,1.8703703703703667,0.46296296296296297,117.49090909090908,118.78181818181818,-1.2909090909090963,0.4727272727272727,2026-02-11
804,False,138,113,1,Cleveland Cavaliers,Washington Wizards,CLE,WAS,119.64814814814815,115.94444444444444,3.7037037037037095,0.6111111111111112,112.11538461538461,122.84615384615384,-10.730769230769226,0.2692307692307692,2026-02-11
805,False,108,116,0,Orlando Magic,Milwaukee Bucks,ORL,MIL,115.1923076923077,115.23076923076923,-0.038461538461532996,0.5384615384615384,111.74509803921569,115.76470588235294,-4.019607843137251,0.4117647058823529,2026-02-11
806,False,124,105,1,Boston Celtics,Chicago Bulls,BOS,CHI,115.09433962264151,108.41509433962264,6.679245283018872,0.6415094339622641,117.0,120.55555555555556,-3.555555555555557,0.4444444444444444,2026-02-11
807,False,110,115,0,Brooklyn Nets,Indiana Pacers,BKN,IND,107.61538461538461,114.92307692307692,-7.307692307692307,0.28846153846153844,111.07407407407408,118.75925925925925,-7.685185185185176,0.25925925925925924,2026-02-11
808,False,89,138,0,Philadelphia 76ers,New York Knicks,PHI,NYK,116.67924528301887,115.49056603773585,1.1886792452830264,0.5660377358490566,117.76363636363637,112.2909090909091,5.472727272727269,0.6363636363636364,2026-02-11
809,False,95,113,0,Toronto Raptors,Detroit Pistons,TOR,DET,114.12962962962963,112.24074074074075,1.8888888888888857,0.5925925925925926,117.32692307692308,109.5576923076923,7.769230769230774,0.75,2026-02-11
810,False,102,105,0,Houston Rockets,LA Clippers,HOU,LAC,114.88461538461539,109.71153846153847,5.17307692307692,0.6346153846153846,112.0377358490566,112.52830188679245,-0.49056603773584584,0.4716981132075472,2026-02-11
811,False,133,109,1,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR,119.43636363636364,114.85454545454546,4.5818181818181785,0.6,116.11111111111111,118.0,-1.8888888888888857,0.48148148148148145,2026-02-11
812,False,111,123,0,New Orleans Pelicans,Miami Heat,NOP,MIA,114.65454545454546,120.36363636363636,-5.709090909090904,0.2727272727272727,119.52727272727273,117.2909090909091,2.2363636363636346,0.509090909090909,2026-02-11
813,False,109,136,0,Phoenix Suns,Oklahoma City Thunder,PHX,OKC,113.70370370370371,111.38888888888889,2.3148148148148238,0.5925925925925926,119.88888888888889,107.98148148148148,11.907407407407405,0.7592592592592593,2026-02-11
814,False,121,93,1,Utah Jazz,Sacramento Kings,UTA,SAC,118.20370370370371,126.37037037037037,-8.166666666666657,0.3148148148148148,110.45454545454545,120.61818181818182,-10.163636363636371,0.21818181818181817,2026-02-11
815,False,122,116,1,Denver Nuggets,Memphis Grizzlies,DEN,MEM,120.33333333333333,116.35185185185185,3.981481481481481,0.6296296296296297,115.25,117.38461538461539,-2.134615384615387,0.38461538461538464,2026-02-11
816,False,113,126,0,Golden State Warriors,San Antonio Spurs,GSW,SAS,115.57407407407408,113.46296296296296,2.1111111111111143,0.5370370370370371,117.88888888888889,112.37037037037037,5.518518518518519,0.6851851851851852,2026-02-11
817,False,93,110,0,Oklahoma City Thunder,Milwaukee Bucks,OKC,MIL,120.18181818181819,108.0,12.181818181818187,0.7636363636363637,111.82692307692308,115.61538461538461,-3.788461538461533,0.4230769230769231,2026-02-12
818,False,119,135,0,Utah Jazz,Portland Trail Blazers,UTA,POR,118.25454545454545,125.76363636363637,-7.509090909090915,0.32727272727272727,115.98181818181818,118.27272727272727,-2.290909090909082,0.4727272727272727,2026-02-12
819,False,124,104,1,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,115.86792452830188,116.26415094339623,-0.39622641509434686,0.6037735849056604,114.13207547169812,117.28301886792453,-3.1509433962264097,0.3584905660377358,2026-02-12
820,False,101,105,0,Charlotte Hornets,Houston Rockets,CHA,HOU,115.69090909090909,113.8,1.8909090909090907,0.4727272727272727,114.64150943396227,109.62264150943396,5.018867924528308,0.6226415094339622,2026-02-19
821,False,112,84,1,Cleveland Cavaliers,Brooklyn Nets,CLE,BKN,119.98181818181818,115.89090909090909,4.0909090909090935,0.6181818181818182,107.66037735849056,114.9245283018868,-7.264150943396231,0.2830188679245283,2026-02-19
822,False,107,117,0,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,116.16666666666667,115.9074074074074,0.25925925925926663,0.5555555555555556,117.30357142857143,118.625,-1.3214285714285694,0.4642857142857143,2026-02-19
823,False,112,105,1,Washington Wizards,Indiana Pacers,WAS,IND,112.13207547169812,123.13207547169812,-11.0,0.2641509433962264,111.14545454545454,118.6,-7.454545454545453,0.2727272727272727,2026-02-19
824,False,111,126,0,New York Knicks,Detroit Pistons,NYK,DET,118.125,111.875,6.25,0.6428571428571429,117.24528301886792,109.28301886792453,7.962264150943398,0.7547169811320755,2026-02-19
825,False,101,110,0,Chicago Bulls,Toronto Raptors,CHI,TOR,116.78181818181818,120.61818181818182,-3.836363636363643,0.43636363636363634,113.78181818181818,112.25454545454545,1.527272727272731,0.5818181818181818,2026-02-19
826,False,121,94,1,San Antonio Spurs,Phoenix Suns,SAS,PHX,118.03636363636363,112.38181818181818,5.654545454545456,0.6909090909090909,113.61818181818182,111.83636363636364,1.7818181818181813,0.5818181818181818,2026-02-19
