,postseason,home_team_score,visitor_team_score,home_win,home_name,visitor_name,home_abbrev,visitor_abbrev,home_avg_points,home_avg_points_allowed,home_avg_difference,home_wins_percent,away_avg_points,away_avg_points_allowed,away_avg_difference,away_wins_percent,date
328,False,126,105,1,Boston Celtics,Los Angeles Lakers,BOS,LAL,116.68181818181819,110.72727272727273,5.954545454545453,0.5909090909090909,119.23809523809524,116.04761904761905,3.19047619047619,0.7619047619047619,2025-12-05
329,False,106,105,1,Orlando Magic,Miami Heat,ORL,MIA,119.18181818181819,114.31818181818181,4.863636363636374,0.5909090909090909,123.5909090909091,118.4090909090909,5.181818181818187,0.6363636363636364,2025-12-05
330,False,133,134,0,Atlanta Hawks,Denver Nuggets,ATL,DEN,116.82608695652173,115.73913043478261,1.0869565217391255,0.5652173913043478,125.0952380952381,116.04761904761905,9.047619047619051,0.7142857142857143,2025-12-05
331,False,130,117,1,Cleveland Cavaliers,San Antonio Spurs,CLE,SAS,119.1304347826087,116.0,3.1304347826087024,0.5652173913043478,118.95238095238095,113.76190476190476,5.19047619047619,0.7142857142857143,2025-12-05
332,False,122,116,1,Detroit Pistons,Portland Trail Blazers,DET,POR,118.31818181818181,113.18181818181819,5.136363636363626,0.7727272727272727,118.4090909090909,120.63636363636364,-2.2272727272727337,0.4090909090909091,2025-12-05
333,False,146,112,1,New York Knicks,Utah Jazz,NYK,UTA,120.19047619047619,113.0,7.19047619047619,0.6666666666666666,118.66666666666667,124.61904761904762,-5.952380952380949,0.38095238095238093,2025-12-05
334,False,86,111,0,Toronto Raptors,Charlotte Hornets,TOR,CHA,117.82608695652173,113.56521739130434,4.260869565217391,0.6521739130434783,114.72727272727273,119.9090909090909,-5.181818181818173,0.2727272727272727,2025-12-05
335,False,105,120,0,Chicago Bulls,Indiana Pacers,CHI,IND,119.14285714285714,122.66666666666667,-3.5238095238095326,0.42857142857142855,110.63636363636364,120.0909090909091,-9.454545454545453,0.18181818181818182,2025-12-05
336,False,117,98,1,Houston Rockets,Phoenix Suns,HOU,PHX,121.73684210526316,110.3157894736842,11.42105263157896,0.7368421052631579,117.04545454545455,113.68181818181819,3.3636363636363598,0.5909090909090909,2025-12-05
337,False,107,98,1,Memphis Grizzlies,LA Clippers,MEM,LAC,113.63636363636364,116.95454545454545,-3.318181818181813,0.4090909090909091,112.45454545454545,117.54545454545455,-5.0909090909090935,0.2727272727272727,2025-12-05
338,False,101,116,0,Milwaukee Bucks,Philadelphia 76ers,MIL,PHI,115.82608695652173,117.78260869565217,-1.9565217391304373,0.43478260869565216,117.38095238095238,117.04761904761905,0.3333333333333286,0.5714285714285714,2025-12-05
339,False,132,111,1,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,122.27272727272727,106.95454545454545,15.318181818181813,0.9545454545454546,111.43478260869566,115.73913043478261,-4.304347826086953,0.34782608695652173,2025-12-05
340,False,119,101,1,Brooklyn Nets,New Orleans Pelicans,BKN,NOP,109.0,117.95454545454545,-8.954545454545453,0.22727272727272727,112.73913043478261,123.3913043478261,-10.652173913043484,0.13043478260869565,2025-12-06
341,False,116,131,0,Washington Wizards,Atlanta Hawks,WAS,ATL,112.19047619047619,128.14285714285714,-15.952380952380949,0.14285714285714285,117.5,116.5,1.0,0.5416666666666666,2025-12-06
342,False,94,99,0,Cleveland Cavaliers,Golden State Warriors,CLE,GSW,119.58333333333333,116.04166666666667,3.541666666666657,0.5833333333333334,113.69565217391305,113.3913043478261,0.30434782608695343,0.4782608695652174,2025-12-06
343,False,124,112,1,Detroit Pistons,Milwaukee Bucks,DET,MIL,118.47826086956522,113.30434782608695,5.173913043478265,0.782608695652174,115.20833333333333,117.70833333333333,-2.5,0.4166666666666667,2025-12-06
344,False,111,127,0,Miami Heat,Sacramento Kings,MIA,SAC,122.78260869565217,117.8695652173913,4.9130434782608745,0.6086956521739131,111.0,122.81818181818181,-11.818181818181813,0.22727272727272727,2025-12-06
345,False,109,106,1,Minnesota Timberwolves,LA Clippers,MIN,LAC,120.77272727272727,115.45454545454545,5.318181818181813,0.6363636363636364,111.82608695652173,117.08695652173913,-5.260869565217391,0.2608695652173913,2025-12-06
346,False,122,109,1,Dallas Mavericks,Houston Rockets,DAL,HOU,111.41666666666667,116.41666666666667,-5.0,0.3333333333333333,121.5,109.7,11.799999999999997,0.75,2025-12-06
347,False,106,100,1,New York Knicks,Orlando Magic,NYK,ORL,121.36363636363636,112.95454545454545,8.409090909090907,0.6818181818181818,118.6086956521739,113.91304347826087,4.695652173913032,0.6086956521739131,2025-12-07
348,False,113,121,0,Toronto Raptors,Boston Celtics,TOR,BOS,116.5,113.45833333333333,3.0416666666666714,0.625,117.08695652173913,110.47826086956522,6.608695652173907,0.6086956521739131,2025-12-07
349,False,106,115,0,Charlotte Hornets,Denver Nuggets,CHA,DEN,114.56521739130434,118.43478260869566,-3.8695652173913118,0.30434782608695654,125.5,116.81818181818181,8.681818181818187,0.7272727272727273,2025-12-07
350,False,119,96,1,Memphis Grizzlies,Portland Trail Blazers,MEM,POR,113.34782608695652,116.1304347826087,-2.7826086956521863,0.43478260869565216,118.30434782608695,120.69565217391305,-2.391304347826093,0.391304347826087,2025-12-07
351,False,91,123,0,Chicago Bulls,Golden State Warriors,CHI,GSW,118.5,122.54545454545455,-4.045454545454547,0.4090909090909091,113.08333333333333,112.58333333333333,0.5,0.5,2025-12-07
352,False,108,112,0,Philadelphia 76ers,Los Angeles Lakers,PHI,LAL,117.31818181818181,116.31818181818181,1.0,0.5909090909090909,118.5909090909091,116.5,2.0909090909090935,0.7272727272727273,2025-12-07
353,False,101,131,0,Utah Jazz,Oklahoma City Thunder,UTA,OKC,118.36363636363636,125.5909090909091,-7.227272727272734,0.36363636363636365,122.69565217391305,107.1304347826087,15.565217391304344,0.9565217391304348,2025-12-07
354,False,116,105,1,Indiana Pacers,Sacramento Kings,IND,SAC,111.04347826086956,119.43478260869566,-8.391304347826093,0.21739130434782608,111.69565217391305,122.30434782608695,-10.608695652173907,0.2608695652173913,2025-12-08
355,False,105,108,0,Minnesota Timberwolves,Phoenix Suns,MIN,PHX,120.26086956521739,115.04347826086956,5.217391304347828,0.6521739130434783,116.21739130434783,113.82608695652173,2.391304347826093,0.5652173913043478,2025-12-08
356,False,132,135,0,New Orleans Pelicans,San Antonio Spurs,NOP,SAS,112.25,123.20833333333333,-10.958333333333329,0.125,118.86363636363636,114.5,4.36363636363636,0.6818181818181818,2025-12-08
357,False,117,108,1,Orlando Magic,Miami Heat,ORL,MIA,117.83333333333333,113.58333333333333,4.25,0.5833333333333334,122.29166666666667,118.25,4.041666666666671,0.5833333333333334,2025-12-09
358,False,101,117,0,Toronto Raptors,New York Knicks,TOR,NYK,116.36,113.76,2.5999999999999943,0.6,120.69565217391305,112.3913043478261,8.304347826086953,0.6956521739130435,2025-12-09
359,False,138,89,1,Oklahoma City Thunder,Phoenix Suns,OKC,PHX,123.04166666666667,106.875,16.16666666666667,0.9583333333333334,115.875,113.45833333333333,2.4166666666666714,0.5833333333333334,2025-12-10
360,False,119,132,0,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,118.30434782608695,116.1304347826087,2.173913043478251,0.7391304347826086,119.56521739130434,115.26086956521739,4.304347826086953,0.6956521739130435,2025-12-10
361,False,115,113,1,Houston Rockets,LA Clippers,HOU,LAC,120.9047619047619,110.28571428571429,10.619047619047606,0.7142857142857143,111.58333333333333,116.75,-5.166666666666671,0.25,2025-12-11
362,False,116,101,1,Milwaukee Bucks,Boston Celtics,MIL,BOS,115.08,117.96,-2.8799999999999955,0.4,117.25,110.58333333333333,6.666666666666671,0.625,2025-12-11
363,False,143,120,1,New Orleans Pelicans,Portland Trail Blazers,NOP,POR,113.04,123.68,-10.64,0.12,117.375,120.625,-3.25,0.375,2025-12-11
364,False,105,136,0,Sacramento Kings,Denver Nuggets,SAC,DEN,111.41666666666667,122.04166666666667,-10.625,0.25,125.04347826086956,116.34782608695652,8.695652173913047,0.7391304347826086,2025-12-11
365,False,126,129,0,Charlotte Hornets,Chicago Bulls,CHA,CHI,114.20833333333333,118.29166666666667,-4.083333333333343,0.2916666666666667,117.30434782608695,122.56521739130434,-5.260869565217391,0.391304347826087,2025-12-12
366,False,142,115,1,Detroit Pistons,Atlanta Hawks,DET,ATL,118.70833333333333,113.25,5.458333333333329,0.7916666666666666,118.04,116.48,1.5600000000000023,0.56,2025-12-12
367,False,115,105,1,Philadelphia 76ers,Indiana Pacers,PHI,IND,116.91304347826087,116.1304347826087,0.7826086956521721,0.5652173913043478,111.25,118.83333333333333,-7.583333333333329,0.25,2025-12-12
368,False,126,130,0,Washington Wizards,Cleveland Cavaliers,WAS,CLE,112.36363636363636,128.27272727272728,-15.90909090909092,0.13636363636363635,118.56,115.36,3.200000000000003,0.56,2025-12-12
369,False,126,130,0,Memphis Grizzlies,Utah Jazz,MEM,UTA,113.58333333333333,115.29166666666667,-1.7083333333333428,0.4583333333333333,117.6086956521739,125.82608695652173,-8.217391304347828,0.34782608695652173,2025-12-12
370,False,119,111,1,Dallas Mavericks,Brooklyn Nets,DAL,BKN,111.84,116.12,-4.280000000000001,0.36,109.43478260869566,117.21739130434783,-7.782608695652172,0.2608695652173913,2025-12-12
371,False,120,127,0,Golden State Warriors,Minnesota Timberwolves,GSW,MIN,113.48,111.72,1.7600000000000051,0.52,119.625,114.75,4.875,0.625,2025-12-12
372,False,120,132,0,Orlando Magic,New York Knicks,ORL,NYK,117.8,113.36,4.439999999999998,0.6,120.54166666666667,111.91666666666667,8.625,0.7083333333333334,2025-12-13
373,False,109,111,0,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,123.64,106.16,17.480000000000004,0.96,120.08333333333333,115.41666666666667,4.666666666666657,0.7083333333333334,2025-12-13
374,False,89,108,0,Indiana Pacers,Washington Wizards,IND,WAS,111.0,118.68,-7.680000000000007,0.24,112.95652173913044,128.34782608695653,-15.391304347826093,0.13043478260869565,2025-12-14
375,False,120,117,1,Atlanta Hawks,Philadelphia 76ers,ATL,PHI,117.92307692307692,117.46153846153847,0.4615384615384528,0.5384615384615384,116.83333333333333,115.66666666666667,1.1666666666666572,0.5833333333333334,2025-12-14
376,False,111,119,0,Cleveland Cavaliers,Charlotte Hornets,CLE,CHA,119.0,115.76923076923077,3.2307692307692264,0.5769230769230769,114.68,118.72,-4.039999999999992,0.28,2025-12-14
377,False,127,82,1,Brooklyn Nets,Milwaukee Bucks,BKN,MIL,109.5,117.29166666666667,-7.791666666666671,0.25,115.11538461538461,117.3076923076923,-2.1923076923076934,0.4230769230769231,2025-12-14
378,False,117,103,1,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,119.92,114.96,4.960000000000008,0.64,111.16,122.6,-11.439999999999998,0.24,2025-12-14
379,False,136,131,1,Portland Trail Blazers,Golden State Warriors,POR,GSW,117.48,121.52,-4.039999999999992,0.36,113.73076923076923,112.3076923076923,1.4230769230769198,0.5,2025-12-14
380,False,104,114,0,Chicago Bulls,New Orleans Pelicans,CHI,NOP,117.79166666666667,122.70833333333333,-4.916666666666657,0.4166666666666667,114.1923076923077,123.53846153846153,-9.34615384615384,0.15384615384615385,2025-12-14
381,False,114,116,0,Phoenix Suns,Los Angeles Lakers,PHX,LAL,114.8,114.44,0.35999999999999943,0.56,118.33333333333333,116.79166666666667,1.5416666666666572,0.7083333333333334,2025-12-14
382,False,105,112,0,Boston Celtics,Detroit Pistons,BOS,DET,116.6,110.8,5.799999999999997,0.6,119.64,113.32,6.320000000000007,0.8,2025-12-15
383,False,140,133,1,Utah Jazz,Dallas Mavericks,UTA,DAL,118.125,125.83333333333333,-7.708333333333329,0.375,112.11538461538461,115.92307692307692,-3.8076923076923066,0.38461538461538464,2025-12-15
384,False,128,125,1,Denver Nuggets,Houston Rockets,DEN,HOU,125.5,115.875,9.625,0.75,120.63636363636364,110.4090909090909,10.227272727272734,0.7272727272727273,2025-12-15
385,False,103,121,0,LA Clippers,Memphis Grizzlies,LAC,MEM,111.64,116.68,-5.040000000000006,0.24,114.08,115.88,-1.7999999999999972,0.44,2025-12-15
386,False,96,106,0,Miami Heat,Toronto Raptors,MIA,TOR,121.72,118.2,3.519999999999996,0.56,115.76923076923077,113.88461538461539,1.8846153846153868,0.5769230769230769,2025-12-15
387,False,124,113,1,New York Knicks,San Antonio Spurs,NYK,SAS,121.0,112.24,8.760000000000005,0.72,119.72,115.16,4.560000000000002,0.72,2025-12-16
388,False,127,111,1,Chicago Bulls,Cleveland Cavaliers,CHI,CLE,117.24,122.36,-5.1200000000000045,0.4,118.70370370370371,115.88888888888889,2.8148148148148238,0.5555555555555556,2025-12-17
389,False,110,116,0,Minnesota Timberwolves,Memphis Grizzlies,MIN,MEM,119.8076923076923,114.5,5.307692307692307,0.6538461538461539,114.34615384615384,115.38461538461539,-1.0384615384615472,0.46153846153846156,2025-12-17
390,False,122,101,1,Oklahoma City Thunder,LA Clippers,OKC,LAC,123.07692307692308,106.34615384615384,16.73076923076924,0.9230769230769231,111.3076923076923,116.84615384615384,-5.538461538461533,0.23076923076923078,2025-12-18
391,False,119,94,1,San Antonio Spurs,Washington Wizards,SAS,WAS,119.46153846153847,115.5,3.961538461538467,0.6923076923076923,112.75,126.70833333333333,-13.958333333333329,0.16666666666666666,2025-12-18
392,False,133,126,1,Charlotte Hornets,Atlanta Hawks,CHA,ATL,114.84615384615384,118.42307692307692,-3.57692307692308,0.3076923076923077,118.0,117.44444444444444,0.5555555555555571,0.5555555555555556,2025-12-18
393,False,113,114,0,Indiana Pacers,New York Knicks,IND,NYK,110.15384615384616,118.26923076923077,-8.115384615384613,0.23076923076923078,121.11538461538461,112.26923076923077,8.84615384615384,0.7307692307692307,2025-12-18
394,False,95,106,0,Brooklyn Nets,Miami Heat,BKN,MIA,110.2,115.88,-5.679999999999993,0.28,120.73076923076923,117.73076923076923,3.0,0.5384615384615384,2025-12-18
395,False,105,111,0,Milwaukee Bucks,Toronto Raptors,MIL,TOR,113.88888888888889,117.66666666666667,-3.7777777777777857,0.4074074074074074,115.4074074074074,113.22222222222223,2.1851851851851762,0.5925925925925926,2025-12-18
396,False,133,128,1,New Orleans Pelicans,Houston Rockets,NOP,HOU,114.18518518518519,122.81481481481481,-8.629629629629619,0.18518518518518517,120.82608695652173,111.17391304347827,9.65217391304347,0.6956521739130435,2025-12-18
397,False,116,114,1,Dallas Mavericks,Detroit Pistons,DAL,DET,112.88888888888889,116.81481481481481,-3.925925925925924,0.37037037037037035,119.34615384615384,113.0,6.34615384615384,0.8076923076923077,2025-12-18
398,False,126,115,1,Denver Nuggets,Orlando Magic,DEN,ORL,125.6,116.24,9.36,0.76,117.88461538461539,114.07692307692308,3.8076923076923066,0.5769230769230769,2025-12-18
399,False,99,98,1,Phoenix Suns,Golden State Warriors,PHX,GSW,114.76923076923077,114.5,0.2692307692307736,0.5384615384615384,114.37037037037037,113.18518518518519,1.1851851851851762,0.48148148148148145,2025-12-18
400,False,135,143,0,Utah Jazz,Los Angeles Lakers,UTA,LAL,119.0,126.12,-7.1200000000000045,0.4,118.24,116.68,1.559999999999988,0.72,2025-12-18
401,False,134,133,1,Portland Trail Blazers,Sacramento Kings,POR,SAC,118.1923076923077,121.88461538461539,-3.6923076923076934,0.38461538461538464,110.84615384615384,122.38461538461539,-11.538461538461547,0.23076923076923078,2025-12-18
402,False,129,116,1,Boston Celtics,Miami Heat,BOS,MIA,116.15384615384616,110.84615384615384,5.307692307692321,0.5769230769230769,120.18518518518519,116.88888888888889,3.2962962962963047,0.5555555555555556,2025-12-19
403,False,107,116,0,New York Knicks,Philadelphia 76ers,NYK,PHI,120.85185185185185,112.29629629629629,8.555555555555557,0.7407407407407407,116.84,115.84,1.0,0.56,2025-12-19
404,False,98,126,0,Atlanta Hawks,San Antonio Spurs,ATL,SAS,118.28571428571429,118.0,0.2857142857142918,0.5357142857142857,119.44444444444444,114.70370370370371,4.740740740740733,0.7037037037037037,2025-12-19
405,False,125,136,0,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,118.42857142857143,116.28571428571429,2.142857142857139,0.5357142857142857,117.61538461538461,121.92307692307692,-4.307692307692307,0.4230769230769231,2025-12-19
406,False,112,107,1,Minnesota Timberwolves,Oklahoma City Thunder,MIN,OKC,119.44444444444444,114.55555555555556,4.888888888888886,0.6296296296296297,123.03703703703704,106.14814814814815,16.888888888888886,0.9259259259259259,2025-12-19
407,False,101,115,0,Denver Nuggets,Houston Rockets,DEN,HOU,125.61538461538461,116.1923076923077,9.42307692307692,0.7692307692307693,121.125,112.08333333333333,9.041666666666671,0.6666666666666666,2025-12-20
408,False,121,114,1,Philadelphia 76ers,Dallas Mavericks,PHI,DAL,116.8076923076923,115.5,1.3076923076923066,0.5769230769230769,113.0,116.71428571428571,-3.714285714285708,0.39285714285714285,2025-12-20
409,False,96,112,0,Toronto Raptors,Boston Celtics,TOR,BOS,115.25,112.92857142857143,2.3214285714285694,0.6071428571428571,116.62962962962963,111.03703703703704,5.592592592592595,0.5925925925925926,2025-12-20
410,False,128,109,1,New Orleans Pelicans,Indiana Pacers,NOP,IND,114.85714285714286,123.0,-8.142857142857139,0.21428571428571427,110.25925925925925,118.11111111111111,-7.851851851851862,0.2222222222222222,2025-12-20
411,False,112,86,1,Detroit Pistons,Charlotte Hornets,DET,CHA,119.14814814814815,113.11111111111111,6.037037037037038,0.7777777777777778,115.51851851851852,118.70370370370371,-3.1851851851851904,0.3333333333333333,2025-12-20
412,False,122,130,0,Memphis Grizzlies,Washington Wizards,MEM,WAS,114.4074074074074,115.18518518518519,-0.7777777777777857,0.48148148148148145,112.0,126.4,-14.400000000000006,0.16,2025-12-20
413,False,119,116,1,Golden State Warriors,Phoenix Suns,GSW,PHX,113.78571428571429,112.67857142857143,1.1071428571428612,0.4642857142857143,114.18518518518519,113.88888888888889,0.2962962962963047,0.5555555555555556,2025-12-20
414,False,127,128,0,Utah Jazz,Orlando Magic,UTA,ORL,119.61538461538461,126.76923076923077,-7.15384615384616,0.38461538461538464,117.77777777777777,114.51851851851852,3.2592592592592524,0.5555555555555556,2025-12-20
415,False,93,98,0,Sacramento Kings,Portland Trail Blazers,SAC,POR,111.66666666666667,122.81481481481481,-11.148148148148138,0.2222222222222222,118.77777777777777,122.29629629629629,-3.518518518518519,0.4074074074074074,2025-12-20
416,False,103,88,1,LA Clippers,Los Angeles Lakers,LAC,LAL,110.92592592592592,117.03703703703704,-6.111111111111114,0.2222222222222222,119.1923076923077,117.38461538461539,1.8076923076923066,0.7307692307692307,2025-12-20
417,False,150,152,0,Atlanta Hawks,Chicago Bulls,ATL,CHI,117.58620689655173,118.27586206896552,-0.6896551724137936,0.5172413793103449,118.29629629629629,122.03703703703704,-3.7407407407407476,0.4444444444444444,2025-12-21
418,False,96,81,1,Brooklyn Nets,Toronto Raptors,BKN,TOR,109.61538461538461,115.5,-5.884615384615387,0.2692307692307692,114.58620689655173,112.89655172413794,1.6896551724137936,0.5862068965517241,2025-12-21
419,False,132,125,1,New York Knicks,Miami Heat,NYK,MIA,120.35714285714286,112.42857142857143,7.928571428571431,0.7142857142857143,120.03571428571429,117.32142857142857,2.7142857142857224,0.5357142857142857,2025-12-21
420,False,113,124,0,Washington Wizards,San Antonio Spurs,WAS,SAS,112.6923076923077,126.23076923076923,-13.538461538461533,0.19230769230769232,119.67857142857143,114.10714285714286,5.571428571428569,0.7142857142857143,2025-12-21
421,False,103,100,1,Minnesota Timberwolves,Milwaukee Bucks,MIN,MIL,119.17857142857143,114.28571428571429,4.892857142857139,0.6428571428571429,113.57142857142857,117.42857142857143,-3.857142857142861,0.39285714285714285,2025-12-21
422,False,125,124,1,Sacramento Kings,Houston Rockets,SAC,HOU,111.0,121.92857142857143,-10.92857142857143,0.21428571428571427,120.88,111.64,9.239999999999995,0.68,2025-12-21
423,False,139,132,1,Cleveland Cavaliers,Charlotte Hornets,CLE,CHA,118.65517241379311,116.96551724137932,1.6896551724137936,0.5172413793103449,114.46428571428571,118.46428571428571,-4.0,0.32142857142857145,2025-12-22
424,False,103,95,1,Boston Celtics,Indiana Pacers,BOS,IND,116.46428571428571,110.5,5.964285714285708,0.6071428571428571,110.21428571428571,118.46428571428571,-8.25,0.21428571428571427,2025-12-22
425,False,119,113,1,New Orleans Pelicans,Dallas Mavericks,NOP,DAL,115.3103448275862,122.51724137931035,-7.206896551724142,0.2413793103448276,113.03448275862068,116.86206896551724,-3.827586206896555,0.3793103448275862,2025-12-22
426,False,135,112,1,Denver Nuggets,Utah Jazz,DEN,UTA,124.70370370370371,116.14814814814815,8.555555555555557,0.7407407407407407,119.88888888888889,126.81481481481481,-6.925925925925924,0.37037037037037035,2025-12-22
427,False,119,103,1,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,122.46428571428571,106.35714285714286,16.107142857142847,0.8928571428571429,114.67857142857143,115.71428571428571,-1.0357142857142776,0.4642857142857143,2025-12-22
428,False,120,97,1,Golden State Warriors,Orlando Magic,GSW,ORL,113.96551724137932,112.79310344827586,1.172413793103459,0.4827586206896552,118.14285714285714,114.96428571428571,3.1785714285714306,0.5714285714285714,2025-12-22
429,False,102,110,0,Portland Trail Blazers,Detroit Pistons,POR,DET,118.03571428571429,121.25,-3.214285714285708,0.42857142857142855,118.89285714285714,112.14285714285714,6.75,0.7857142857142857,2025-12-22
430,False,126,109,1,Charlotte Hornets,Washington Wizards,CHA,WAS,115.06896551724138,119.17241379310344,-4.103448275862064,0.3103448275862069,112.70370370370371,126.14814814814815,-13.444444444444443,0.18518518518518517,2025-12-23
431,False,106,114,0,Philadelphia 76ers,Brooklyn Nets,PHI,BKN,116.96296296296296,115.44444444444444,1.518518518518519,0.5925925925925926,109.11111111111111,114.22222222222223,-5.111111111111114,0.2962962962962963,2025-12-23
432,False,123,126,0,Atlanta Hawks,Chicago Bulls,ATL,CHI,118.66666666666667,119.4,-0.7333333333333343,0.5,119.5,123.03571428571429,-3.535714285714292,0.4642857142857143,2025-12-23
433,False,141,118,1,Cleveland Cavaliers,New Orleans Pelicans,CLE,NOP,119.33333333333333,117.46666666666667,1.86666666666666,0.5333333333333333,115.43333333333334,122.2,-6.766666666666666,0.26666666666666666,2025-12-23
434,False,94,111,0,Indiana Pacers,Milwaukee Bucks,IND,MIL,109.6896551724138,117.93103448275862,-8.241379310344826,0.20689655172413793,113.10344827586206,116.93103448275862,-3.827586206896555,0.3793103448275862,2025-12-23
435,False,91,112,0,Miami Heat,Toronto Raptors,MIA,TOR,120.20689655172414,117.82758620689656,2.379310344827587,0.5172413793103449,113.46666666666667,112.33333333333333,1.13333333333334,0.5666666666666667,2025-12-23
436,False,131,130,1,Dallas Mavericks,Denver Nuggets,DAL,DEN,113.03333333333333,116.93333333333334,-3.9000000000000057,0.36666666666666664,125.07142857142857,116.0,9.07142857142857,0.75,2025-12-23
437,False,115,104,1,Minnesota Timberwolves,New York Knicks,MIN,NYK,118.62068965517241,113.79310344827586,4.827586206896555,0.6551724137931034,120.75862068965517,112.86206896551724,7.896551724137936,0.7241379310344828,2025-12-23
438,False,130,110,1,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC,119.82758620689656,114.06896551724138,5.758620689655174,0.7241379310344828,122.34482758620689,106.24137931034483,16.103448275862064,0.896551724137931,2025-12-23
439,False,132,108,1,Phoenix Suns,Los Angeles Lakers,PHX,LAL,114.25,114.07142857142857,0.1785714285714306,0.5357142857142857,118.03703703703704,116.85185185185185,1.1851851851851904,0.7037037037037037,2025-12-23
440,False,128,137,0,Utah Jazz,Memphis Grizzlies,UTA,MEM,119.60714285714286,127.10714285714286,-7.5,0.35714285714285715,114.27586206896552,115.82758620689656,-1.551724137931032,0.4482758620689655,2025-12-23
441,False,106,110,0,Portland Trail Blazers,Orlando Magic,POR,ORL,117.48275862068965,120.86206896551724,-3.379310344827587,0.41379310344827586,117.41379310344827,115.13793103448276,2.275862068965509,0.5517241379310345,2025-12-23
442,False,127,136,0,Sacramento Kings,Detroit Pistons,SAC,DET,111.48275862068965,122.0,-10.517241379310349,0.2413793103448276,118.58620689655173,111.79310344827586,6.793103448275872,0.7931034482758621,2025-12-23
443,False,128,108,1,LA Clippers,Houston Rockets,LAC,HOU,110.64285714285714,116.0,-5.357142857142861,0.25,121.0,112.15384615384616,8.84615384615384,0.6538461538461539,2025-12-23
444,False,126,124,1,New York Knicks,Cleveland Cavaliers,NYK,CLE,120.2,112.93333333333334,7.266666666666666,0.7,120.03225806451613,117.48387096774194,2.548387096774192,0.5483870967741935,2025-12-25
445,False,102,117,0,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,121.93333333333334,107.03333333333333,14.900000000000006,0.8666666666666667,120.16666666666667,113.93333333333334,6.233333333333334,0.7333333333333333,2025-12-25
446,False,126,116,1,Golden State Warriors,Dallas Mavericks,GSW,DAL,114.16666666666667,112.26666666666667,1.9000000000000057,0.5,113.61290322580645,117.35483870967742,-3.741935483870975,0.3870967741935484,2025-12-25
447,False,96,119,0,Los Angeles Lakers,Houston Rockets,LAL,HOU,117.67857142857143,117.39285714285714,0.2857142857142918,0.6785714285714286,120.51851851851852,112.74074074074075,7.7777777777777715,0.6296296296296297,2025-12-25
448,False,142,138,1,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,125.24137931034483,116.51724137931035,8.724137931034477,0.7241379310344828,118.5,113.46666666666667,5.033333333333331,0.6666666666666666,2025-12-25
449,False,111,126,0,Atlanta Hawks,Miami Heat,ATL,MIA,118.80645161290323,119.61290322580645,-0.8064516129032171,0.4838709677419355,119.23333333333333,117.63333333333334,1.5999999999999943,0.5,2025-12-26
450,False,105,120,0,Orlando Magic,Charlotte Hornets,ORL,CHA,117.16666666666667,114.83333333333333,2.333333333333343,0.5666666666666667,115.43333333333334,118.83333333333333,-3.3999999999999915,0.3333333333333333,2025-12-26
451,False,138,117,1,Washington Wizards,Toronto Raptors,WAS,TOR,112.57142857142857,126.14285714285714,-13.57142857142857,0.17857142857142858,113.41935483870968,111.64516129032258,1.7741935483871032,0.5806451612903226,2025-12-26
452,False,122,140,0,Indiana Pacers,Boston Celtics,IND,BOS,109.16666666666667,117.7,-8.533333333333331,0.2,116.0,109.96551724137932,6.034482758620683,0.6206896551724138,2025-12-26
453,False,109,102,1,Chicago Bulls,Philadelphia 76ers,CHI,PHI,119.72413793103448,123.03448275862068,-3.3103448275862064,0.4827586206896552,116.57142857142857,115.39285714285714,1.1785714285714306,0.5714285714285714,2025-12-26
454,False,125,104,1,Memphis Grizzlies,Milwaukee Bucks,MEM,MIL,115.03333333333333,116.23333333333333,-1.2000000000000028,0.4666666666666667,113.03333333333333,116.16666666666667,-3.13333333333334,0.4,2025-12-26
455,False,108,115,0,New Orleans Pelicans,Phoenix Suns,NOP,PHX,115.51612903225806,122.80645161290323,-7.290322580645167,0.25806451612903225,114.86206896551724,113.86206896551724,1.0,0.5517241379310345,2025-12-26
456,False,131,129,1,Utah Jazz,Detroit Pistons,UTA,DET,119.89655172413794,127.44827586206897,-7.551724137931032,0.3448275862068966,119.16666666666667,112.3,6.866666666666674,0.8,2025-12-26
457,False,103,119,0,Portland Trail Blazers,LA Clippers,POR,LAC,117.1,120.5,-3.4000000000000057,0.4,111.24137931034483,115.72413793103448,-4.482758620689651,0.27586206896551724,2025-12-26
458,False,113,107,1,Sacramento Kings,Dallas Mavericks,SAC,DAL,112.0,122.46666666666667,-10.466666666666669,0.23333333333333334,113.6875,117.625,-3.9375,0.375,2025-12-27
459,False,127,126,1,Orlando Magic,Denver Nuggets,ORL,DEN,116.7741935483871,115.0,1.7741935483871032,0.5483870967741935,125.8,117.23333333333333,8.566666666666663,0.7333333333333333,2025-12-27
